frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"2","0.000087440","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=4255 Win=2476 Len=0 TSval=26164917 TSecr=2049600771"
"3","0.000126392","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data"
"4","0.000182506","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"5","0.000201332","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=8509 Win=2543 Len=0 TSval=26164917 TSecr=2049600772"
"6","0.000250871","35.186.208.48","192.168.1.118","TLSv1.2","8574","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"7","0.000271247","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=17017 Win=2676 Len=0 TSval=26164917 TSecr=2049600773"
"8","0.000309723","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"9","0.000326886","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=21271 Win=2742 Len=0 TSval=26164917 TSecr=2049600774"
"10","0.000339599","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"11","0.007498462","192.168.1.118","35.186.208.48","TLSv1.2","339","Application Data"
"12","0.010457478","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"13","0.010551981","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=25525 Win=2809 Len=0 TSval=26164928 TSecr=2049600775"
"14","0.010602171","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"15","0.010623009","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=28361 Win=2853 Len=0 TSval=26164928 TSecr=2049600776"
"16","0.010679286","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"17","0.010714337","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"18","0.010734850","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=34033 Win=2942 Len=0 TSval=26164928 TSecr=2049600776"
"19","0.010767176","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"20","0.010787090","192.168.1.118","35.186.208.48","TCP","66","41306 → 443 [ACK] Seq=1 Ack=38287 Win=2999 Len=0 TSval=26164928 TSecr=2049600778"
"21","0.010835466","35.186.208.48","192.168.1.118","TLSv1.2","7156","Application Data, Application Data, Application Data, Application Data, Application Data"
"22","0.014482069","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"23","0.014556097","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"24","0.014643175","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"25","0.014677976","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"26","0.014717265","35.186.208.48","192.168.1.118","TLSv1.2","5738","Application Data, Application Data, Application Data, Application Data"
"27","0.014748953","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"28","0.016577980","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"29","0.016647395","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"30","0.016723035","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"31","0.016766274","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"32","0.016824063","35.186.208.48","192.168.1.118","TLSv1.2","8574","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"33","0.019442530","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"34","0.019510982","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"35","0.019589985","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"36","0.019620961","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"37","0.019639837","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"38","0.019693364","35.186.208.48","192.168.1.118","TLSv1.2","8574","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"39","0.021359010","35.186.208.48","192.168.1.118","TLSv1.2","4320","Application Data, Application Data, Application Data"
"40","0.021410824","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data [TCP segment of a reassembled PDU]"
"41","0.021501277","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"42","0.021519765","35.186.208.48","192.168.1.118","TLSv1.2","1917","Application Data, Application Data"
"43","0.031258431","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data"
"44","0.031363497","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=1419 Win=2572 Len=0 TSval=26164948 TSecr=464022652"
"45","0.033673891","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"46","0.033752556","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=4255 Win=2616 Len=0 TSval=26164951 TSecr=464022652"
"47","0.033806545","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data"
"48","0.033828684","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=5673 Win=2639 Len=0 TSval=26164951 TSecr=464022653"
"49","0.033882573","35.186.208.48","192.168.1.118","TLSv1.2","5738","Application Data, Application Data, Application Data, Application Data"
"50","0.033901111","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=11345 Win=2727 Len=0 TSval=26164951 TSecr=464022654"
"51","0.033924974","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"52","0.033942813","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=14181 Win=2772 Len=0 TSval=26164951 TSecr=464022655"
"53","0.034982861","35.186.208.48","192.168.1.118","TLSv1.2","5738","Application Data, Application Data, Application Data, Application Data"
"54","0.035049714","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=19853 Win=2860 Len=0 TSval=26164952 TSecr=464022656"
"55","0.035095615","35.186.208.48","192.168.1.118","TLSv1.2","2902","Application Data, Application Data"
"56","0.035116191","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=22689 Win=2905 Len=0 TSval=26164952 TSecr=464022657"
"57","0.037282042","35.186.208.48","192.168.1.118","TLSv1.2","1484","Application Data"
"58","0.037362557","192.168.1.118","35.186.208.48","TCP","66","41307 → 443 [ACK] Seq=274 Ack=24107 Win=2927 Len=0 TSval=26164954 TSecr=464022658"
