frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","104.17.137.15","TLSv1.2","361","Application Data"
"2","0.000123887","192.168.1.118","104.17.137.15","TCP","54","43482 → 443 [ACK] Seq=1 Ack=1 Win=144 Len=0"
"3","0.004634850","192.168.1.118","104.17.137.15","TCP","54","[TCP Window Update] 43482 → 443 [ACK] Seq=1 Ack=1 Win=403 Len=0"
"4","0.011878162","192.168.1.118","104.17.137.15","TLSv1.2","373","Application Data"
"5","0.013006150","104.17.137.15","192.168.1.118","SSL","1514","Continuation Data"
"6","0.016455312","104.17.137.15","192.168.1.118","SSL","3706","Continuation Data"
"7","0.016519137","192.168.1.118","104.17.137.15","TCP","54","43482 → 443 [ACK] Seq=1 Ack=5113 Win=501 Len=0"
"8","0.016560012","104.17.137.15","192.168.1.118","SSL","1514","Continuation Data"
"9","0.018123450","104.17.137.15","192.168.1.118","SSL","4434","Continuation Data"
"10","0.018180387","192.168.1.118","104.17.137.15","TCP","54","43482 → 443 [ACK] Seq=1 Ack=10953 Win=501 Len=0"
"11","0.019113887","104.17.137.15","192.168.1.118","SSL","7534","Continuation Data"
"12","0.019154612","192.168.1.118","104.17.137.15","TCP","54","43482 → 443 [ACK] Seq=1 Ack=18433 Win=501 Len=0"
"13","0.019182887","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"14","0.019213587","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"15","0.019230900","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"16","0.019465450","192.168.1.118","104.17.137.15","TCP","54","43484 → 443 [ACK] Seq=1 Ack=4195 Win=469 Len=0"
"17","0.021877425","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"18","0.021939125","104.17.137.15","192.168.1.118","TLSv1.2","2850","Application Data, Application Data"
"19","0.021978900","104.17.137.15","192.168.1.118","TLSv1.2","1514","Application Data"
"20","0.022900587","192.168.1.118","104.17.137.15","TCP","54","43484 → 443 [ACK] Seq=1 Ack=9849 Win=445 Len=0"
"21","0.023541812","104.17.137.15","192.168.1.118","TLSv1.2","1390","Application Data"
"22","0.023610212","104.17.137.15","192.168.1.118","TLSv1.2","1514","Application Data"
"23","0.023940187","192.168.1.118","104.17.137.15","TCP","54","43484 → 443 [ACK] Seq=1 Ack=12645 Win=424 Len=0"
"24","0.042260062","104.17.137.15","192.168.1.118","TLSv1.2","5584","Application Data, Application Data, Application Data, Application Data"
"25","0.042325162","192.168.1.118","104.17.137.15","TCP","54","43484 → 443 [ACK] Seq=1 Ack=18175 Win=445 Len=0"
"26","0.042376675","104.17.137.15","192.168.1.118","TLSv1.2","10655","Application Data, Application Data, Application Data, Application Data"
"27","0.042400800","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"28","0.042425962","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=1399 Win=493 Len=0"
"29","0.042440362","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"30","0.042454462","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=2797 Win=483 Len=0"
"31","0.042467337","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"32","0.042482662","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=4195 Win=473 Len=0"
"33","0.042495650","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"34","0.042509625","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=5593 Win=463 Len=0"
"35","0.042524775","104.17.137.15","192.168.1.118","TLSv1.2","2850","Application Data, Application Data"
"36","0.042543150","104.17.137.15","192.168.1.118","TLSv1.2","4248","Application Data, Application Data, Application Data"
"37","0.042565775","104.17.137.15","192.168.1.118","TLSv1.2","7044","Application Data, Application Data, Application Data, Application Data, Application Data"
"38","0.042597125","104.17.137.15","192.168.1.118","TLSv1.2","12636","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"39","0.042612350","104.17.137.15","192.168.1.118","TLSv1.2","1397","Application Data"
"40","0.042650250","104.17.137.15","192.168.1.118","TLSv1.2","8814","Application Data, Application Data, Application Data, Application Data"
"41","0.043117450","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=42258 Win=177 Len=0"
"42","0.043705712","192.168.1.118","104.17.137.15","TCP","54","43484 → 443 [ACK] Seq=1 Ack=28776 Win=363 Len=0"
"43","0.043927737","104.17.137.15","192.168.1.118","TLSv1.2","2974","Application Data [TCP segment of a reassembled PDU]"
"44","0.045158137","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=45178 Win=155 Len=0"
"45","0.045598300","104.17.137.15","192.168.1.118","TLSv1.2","7354","Application Data, Application Data"
"46","0.047794937","104.17.137.15","192.168.1.118","TLSv1.2","5894","Application Data [TCP segment of a reassembled PDU]"
"47","0.047899250","104.17.137.15","192.168.1.118","TLSv1.2","2116","Application Data"
"48","0.047935350","104.17.137.15","192.168.1.118","TCP","3803","[TCP segment of a reassembled PDU]"
"49","0.048987925","192.168.1.118","104.17.137.15","TCP","54","43480 → 443 [ACK] Seq=1 Ack=64129 Win=7 Len=0"
"50","0.052511350","104.17.137.15","192.168.1.118","TLSv1.2","1452","Application Data"
"51","0.052587625","104.17.137.15","192.168.1.118","TLSv1.2","2850","Application Data, Application Data"
"52","0.052605150","104.17.137.15","192.168.1.118","TLSv1.2","1514","Application Data"
"53","0.052641312","192.168.1.118","104.17.137.15","TCP","54","43486 → 443 [ACK] Seq=308 Ack=1399 Win=491 Len=0"
"54","0.052933375","192.168.1.118","104.17.137.15","TLSv1.2","352","Application Data"
"55","0.053074550","192.168.1.118","104.17.137.15","TCP","54","43486 → 443 [ACK] Seq=308 Ack=5655 Win=461 Len=0"
