frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","172.217.3.106","TLSv1","583","Client Hello"
"2","0.040039462","172.217.3.106","192.168.1.118","SSL","1484","Continuation Data"
"3","0.040114712","192.168.1.118","172.217.3.106","TCP","78","[TCP Dup ACK 1#1] 35858 → 443 [ACK] Seq=518 Ack=1 Win=502 Len=0 TSval=3126284194 TSecr=2845282796 SLE=1419 SRE=2837"
"4","0.041350337","172.217.3.106","192.168.1.118","SSL","121","Continuation Data"
"5","0.041430075","192.168.1.118","172.217.3.106","TCP","78","[TCP Dup ACK 1#2] 35858 → 443 [ACK] Seq=518 Ack=1 Win=502 Len=0 TSval=3126284195 TSecr=2845282796 SLE=1419 SRE=2892"
"6","0.047143300","172.217.3.106","192.168.1.118","TCP","66","443 → 35858 [ACK] Seq=1 Ack=518 Win=240 Len=0 TSval=2845283091 TSecr=3126284154"
"7","0.048216450","172.217.3.106","192.168.1.118","TLSv1.2","1484","[TCP Fast Retransmission] , Server Hello"
"8","0.048271425","192.168.1.118","172.217.3.106","TCP","66","35858 → 443 [ACK] Seq=518 Ack=2892 Win=480 Len=0 TSval=3126284202 TSecr=2845283097"
"9","0.495008087","192.168.1.104","255.255.255.255","UDP","217","49154 → 6666 Len=175"
"10","0.596580562","192.168.1.118","172.217.3.106","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"11","0.614856562","172.217.3.106","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"12","0.614927850","192.168.1.118","172.217.3.106","TCP","66","35858 → 443 [ACK] Seq=644 Ack=2943 Win=501 Len=0 TSval=3126284769 TSecr=2845283675"
"13","0.925745987","192.168.1.118","172.217.3.106","TLSv1.2","338","Application Data"
"14","0.956545650","172.217.3.106","192.168.1.118","TCP","66","443 → 35858 [ACK] Seq=2943 Ack=916 Win=244 Len=0 TSval=2845284016 TSecr=3126285080"
"15","1.004964587","172.217.3.106","192.168.1.118","TLSv1.2","1171","Application Data"
"16","1.005035362","192.168.1.118","172.217.3.106","TCP","66","35858 → 443 [ACK] Seq=916 Ack=4048 Win=493 Len=0 TSval=3126285159 TSecr=2845284064"
"17","1.006427462","172.217.3.106","192.168.1.118","TLSv1.2","144","Application Data"
"18","1.006481600","192.168.1.118","172.217.3.106","TCP","66","35858 → 443 [ACK] Seq=916 Ack=4126 Win=501 Len=0 TSval=3126285160 TSecr=2845284065"
"19","1.006517675","172.217.3.106","192.168.1.118","TLSv1.2","100","Application Data"
"20","1.006532400","192.168.1.118","172.217.3.106","TCP","66","35858 → 443 [ACK] Seq=916 Ack=4160 Win=501 Len=0 TSval=3126285160 TSecr=2845284065"
"21","1.114776387","192.168.1.118","209.18.47.62","DNS","82","Standard query 0x52ca A secure2.sfdcstatic.com"
"22","1.148322475","209.18.47.62","192.168.1.118","DNS","179","Standard query response 0x52ca A secure2.sfdcstatic.com CNAME secure2.sfdcstatic.com.edgekey.net CNAME e4745.b.akamaiedge.net A 104.64.212.198"
"23","1.151587962","192.168.1.118","209.18.47.62","DNS","82","Standard query 0x3e7c AAAA secure2.sfdcstatic.com"
"24","1.177293812","209.18.47.62","192.168.1.118","DNS","221","Standard query response 0x3e7c AAAA secure2.sfdcstatic.com CNAME secure2.sfdcstatic.com.edgekey.net CNAME e4745.b.akamaiedge.net SOA n0b.akamaiedge.net"
"25","1.199303500","192.168.1.118","104.64.212.198","TCP","74","35044 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3905324886 TSecr=0 WS=128"
"26","1.219676975","104.64.212.198","192.168.1.118","TCP","74","443 → 35044 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=1549267277 TSecr=3905324886 WS=128"
"27","1.219769275","192.168.1.118","104.64.212.198","TCP","66","35044 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3905324907 TSecr=1549267277"
"28","1.290419537","192.168.1.118","104.64.212.198","TLSv1","583","Client Hello"
"29","1.322456412","104.64.212.198","192.168.1.118","TCP","66","443 → 35044 [ACK] Seq=1 Ack=518 Win=30080 Len=0 TSval=1549267382 TSecr=3905324977"
"30","1.327520525","104.64.212.198","192.168.1.118","TLSv1.2","1514","Server Hello"
"31","1.327590325","192.168.1.118","104.64.212.198","TCP","66","35044 → 443 [ACK] Seq=518 Ack=1449 Win=63104 Len=0 TSval=3905325014 TSecr=1549267384"
"32","1.329353987","104.64.212.198","192.168.1.118","TLSv1.2","1891","Certificate, Server Key Exchange, Server Hello Done"
"33","1.329444350","192.168.1.118","104.64.212.198","TCP","66","35044 → 443 [ACK] Seq=518 Ack=3274 Win=61312 Len=0 TSval=3905325016 TSecr=1549267384"
"34","1.333422750","192.168.1.118","104.64.212.198","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"35","1.350936475","104.64.212.198","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"36","1.352634275","192.168.1.118","104.64.212.198","TLSv1.2","305","Application Data"
"37","1.377552837","192.168.1.118","136.147.57.129","TLSv1.2","385","Application Data"
"38","1.378982650","104.64.212.198","192.168.1.118","TLSv1.2","414","Application Data"
"39","1.400245262","192.168.1.118","209.18.47.62","DNS","76","Standard query 0x8a3c A a.sfdcstatic.com"
"40","1.403134887","192.168.1.118","104.64.212.198","TLSv1.2","313","Application Data"
"41","1.419437425","192.168.1.118","104.64.212.198","TCP","66","35044 → 443 [ACK] Seq=883 Ack=3673 Win=64128 Len=0 TSval=3905325106 TSecr=1549267438"
"42","1.425506900","209.18.47.62","192.168.1.118","DNS","167","Standard query response 0x8a3c A a.sfdcstatic.com CNAME a.sfdcstatic.com.edgekey.net CNAME e4745.b.akamaiedge.net A 104.102.83.39"
"43","1.425725862","192.168.1.118","209.18.47.62","DNS","76","Standard query 0x925e AAAA a.sfdcstatic.com"
"44","1.434660525","136.147.57.129","192.168.1.118","TCP","66","443 → 37446 [ACK] Seq=1 Ack=320 Win=5245 Len=0 TSval=709234157 TSecr=4225920519"
"45","1.435478875","192.168.1.118","104.64.212.198","TLSv1.2","315","Application Data"
"46","1.436040237","104.64.212.198","192.168.1.118","TLSv1.2","1043","Application Data"
"47","1.436094050","192.168.1.118","104.64.212.198","TCP","66","35036 → 443 [ACK] Seq=248 Ack=978 Win=494 Len=0 TSval=3905325123 TSecr=1549267495"
"48","1.443748675","209.18.47.62","192.168.1.118","DNS","209","Standard query response 0x925e AAAA a.sfdcstatic.com CNAME a.sfdcstatic.com.edgekey.net CNAME e4745.b.akamaiedge.net SOA n0b.akamaiedge.net"
"49","1.445144312","192.168.1.118","104.102.83.39","TCP","74","44144 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3635775227 TSecr=0 WS=128"
"50","1.459525250","104.64.212.198","192.168.1.118","TCP","66","443 → 35038 [ACK] Seq=1 Ack=250 Win=260 Len=0 TSval=1549267516 TSecr=3905325122"
