frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","162.125.248.1","192.168.1.118","TCP","74","443 → 38144 [SYN, ACK] Seq=0 Ack=1 Win=28560 Len=0 MSS=1440 SACK_PERM=1 TSval=3430418253 TSecr=4077989152 WS=512"
"2","0.000088000","192.168.1.118","162.125.248.1","TCP","66","38144 → 443 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=4077989175 TSecr=3430418253"
"3","0.002596113","192.168.1.118","104.16.100.29","TLSv1","571","Client Hello"
"4","0.019035250","192.168.1.118","162.125.248.1","TLSv1","583","Client Hello"
"5","0.026060088","104.16.100.29","192.168.1.118","TCP","54","443 → 39358 [ACK] Seq=1 Ack=518 Win=66 Len=0"
"6","0.031044425","104.16.100.29","192.168.1.118","TLSv1.2","1514","Server Hello"
"7","0.031138313","192.168.1.118","104.16.100.29","TCP","54","39358 → 443 [ACK] Seq=518 Ack=1461 Win=493 Len=0"
"8","0.056442975","104.16.100.29","192.168.1.118","TLSv1.2","2060","Certificate, Server Key Exchange, Server Hello Done"
"9","0.056532438","192.168.1.118","104.16.100.29","TCP","54","39358 → 443 [ACK] Seq=518 Ack=3467 Win=478 Len=0"
"10","0.056602688","162.125.248.1","192.168.1.118","TCP","66","443 → 38144 [ACK] Seq=1 Ack=518 Win=29696 Len=0 TSval=3430418295 TSecr=4077989194"
"11","0.056691775","162.125.248.1","192.168.1.118","TLSv1.2","3727","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"12","0.056739900","192.168.1.118","162.125.248.1","TCP","66","38144 → 443 [ACK] Seq=518 Ack=3662 Win=474 Len=0 TSval=4077989232 TSecr=3430418302"
"13","0.057175400","IntelCor_b7:52:73","Cisco-Li_5b:1c:ce","ARP","60","Who has 192.168.1.1? Tell 192.168.1.118"
"14","0.058846425","192.168.1.118","104.16.100.29","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"15","0.060785588","192.168.1.118","162.125.248.1","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"16","0.062570038","Cisco-Li_5b:1c:ce","IntelCor_b7:52:73","ARP","42","192.168.1.1 is at 58:6d:8f:5b:1c:ce"
"17","0.076764838","162.125.4.1","192.168.1.118","TLSv1.2","166","Application Data"
"18","0.076866100","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=101 Win=501 Len=0 TSval=1394853878 TSecr=4292779707"
"19","0.079442588","192.168.1.118","104.16.100.29","TCP","74","39362 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1461917882 TSecr=0 WS=128"
"20","0.079585350","192.168.1.118","104.16.100.29","TCP","74","39364 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1461917882 TSecr=0 WS=128"
"21","0.087959100","162.125.4.1","192.168.1.118","TLSv1.2","271","Application Data"
"22","0.088072313","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=306 Win=500 Len=0 TSval=1394853889 TSecr=4292779708"
"23","0.088167238","162.125.4.1","192.168.1.118","TLSv1.2","223","Application Data"
"24","0.088230763","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=463 Win=499 Len=0 TSval=1394853890 TSecr=4292779708"
"25","0.088329675","162.125.4.1","192.168.1.118","TLSv1.2","115","Application Data"
"26","0.088391000","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=512 Win=499 Len=0 TSval=1394853890 TSecr=4292779708"
"27","0.088475250","162.125.4.1","192.168.1.118","TLSv1.2","1556","Application Data"
"28","0.088545650","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=2002 Win=488 Len=0 TSval=1394853890 TSecr=4292779708"
"29","0.089097050","104.16.100.29","192.168.1.118","TCP","54","443 → 39358 [ACK] Seq=3467 Ack=644 Win=66 Len=0"
"30","0.089175225","104.16.100.29","192.168.1.118","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"31","0.089258275","162.125.248.1","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"32","0.089550150","192.168.1.118","104.16.100.29","TLSv1.2","234","Application Data"
"33","0.089808425","192.168.1.118","162.125.248.1","TLSv1.2","244","Application Data"
"34","0.096797425","192.168.1.118","104.16.100.29","TCP","74","39366 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1461917899 TSecr=0 WS=128"
"35","0.096943100","192.168.1.118","104.16.100.29","TCP","74","39368 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1461917899 TSecr=0 WS=128"
"36","0.114370838","104.16.100.29","192.168.1.118","TCP","66","443 → 39364 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024"
"37","0.114554163","192.168.1.118","104.16.100.29","TCP","54","39364 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"38","0.116186313","104.16.100.29","192.168.1.118","TCP","66","443 → 39362 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024"
"39","0.116404088","192.168.1.118","104.16.100.29","TCP","54","39362 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"40","0.117988775","162.125.4.1","192.168.1.118","TLSv1.2","1095","Application Data"
"41","0.118111288","192.168.1.118","162.125.4.1","TCP","66","43472 → 443 [ACK] Seq=1 Ack=3031 Win=493 Len=0 TSval=1394853919 TSecr=4292779757"
