frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","31.13.71.36","TLSv1.2","351","Application Data"
"2","0.018442633","31.13.71.36","192.168.1.118","TCP","66","443 → 37656 [ACK] Seq=1 Ack=286 Win=121 Len=0 TSval=2065909749 TSecr=18069798"
"3","0.172736470","31.13.71.36","192.168.1.118","TCP","1454","[TCP segment of a reassembled PDU]"
"4","0.172820311","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=1389 Win=934 Len=0 TSval=18069971 TSecr=2065909904"
"5","0.174106381","31.13.71.36","192.168.1.118","TLSv1.2","482","Application Data, Application Data"
"6","0.174183971","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=1805 Win=955 Len=0 TSval=18069973 TSecr=2065909904"
"7","0.176601243","31.13.71.36","192.168.1.118","TLSv1.2","1311","Application Data"
"8","0.176676583","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=3050 Win=977 Len=0 TSval=18069975 TSecr=2065909904"
"9","0.176722572","31.13.71.36","192.168.1.118","TLSv1.2","1311","Application Data"
"10","0.176745136","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=4295 Win=996 Len=0 TSval=18069975 TSecr=2065909904"
"11","0.176770499","31.13.71.36","192.168.1.118","TLSv1.2","2556","Application Data, Application Data"
"12","0.176790050","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=6785 Win=1035 Len=0 TSval=18069975 TSecr=2065909904"
"13","0.176871515","31.13.71.36","192.168.1.118","TLSv1.2","5618","Application Data, Application Data, Application Data, Application Data"
"14","0.176891978","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=12337 Win=1122 Len=0 TSval=18069975 TSecr=2065909904"
"15","0.176905079","31.13.71.36","192.168.1.118","TLSv1.2","1454","Application Data [TCP segment of a reassembled PDU]"
"16","0.176923642","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=13725 Win=1144 Len=0 TSval=18069975 TSecr=2065909905"
"17","0.186373198","31.13.71.36","192.168.1.118","TLSv1.2","4230","Application Data, Application Data, Application Data"
"18","0.186461888","192.168.1.118","31.13.71.36","TCP","66","37656 → 443 [ACK] Seq=286 Ack=17889 Win=1208 Len=0 TSval=18069985 TSecr=2065909905"
"19","0.186499977","31.13.71.36","192.168.1.118","TLSv1.2","1454","Application Data, Application Data"
