frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","199.232.37.224","192.168.1.118","TCP","1418","[TCP segment of a reassembled PDU]"
"2","0.003336913","199.232.37.224","192.168.1.118","TLSv1.2","269","Application Data, Application Data, Application Data, Application Data, Application Data"
"3","0.003473975","192.168.1.118","199.232.37.224","TCP","66","34284 → 443 [ACK] Seq=1 Ack=1556 Win=493 Len=0 TSval=1319208340 TSecr=3139581778"
"4","0.003536163","199.232.37.224","192.168.1.118","TLSv1.2","3116","Application Data, Application Data, Application Data, Application Data, Application Data"
"5","0.003637325","199.232.37.224","192.168.1.118","TLSv1.2","170","Application Data, Application Data, Application Data"
"6","0.003732788","199.232.37.224","192.168.1.118","TLSv1.2","2708","Application Data, Application Data, Application Data, Application Data"
"7","0.003842700","199.232.37.224","192.168.1.118","TLSv1.2","2770","Application Data, Application Data"
"8","0.004827838","192.168.1.118","199.232.37.224","TCP","66","34284 → 443 [ACK] Seq=1 Ack=10056 Win=427 Len=0 TSval=1319208341 TSecr=3139581778"
"9","0.014032688","192.168.1.118","199.232.37.224","TCP","74","34286 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1319208350 TSecr=0 WS=128"
"10","0.014184125","192.168.1.118","199.232.37.224","TCP","74","34288 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1319208350 TSecr=0 WS=128"
"11","0.014285463","192.168.1.118","199.232.37.224","TCP","74","34290 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1319208350 TSecr=0 WS=128"
"12","0.021734163","199.232.37.224","192.168.1.118","TLSv1.2","1418","Application Data [TCP segment of a reassembled PDU]"
"13","0.022014363","192.168.1.118","104.102.89.129","TCP","66","41138 → 80 [FIN, ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1483289118 TSecr=1678307878"
"14","0.022196800","192.168.1.118","199.232.37.224","TCP","74","34292 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1319208358 TSecr=0 WS=128"
