frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","192.168.1.118","104.102.83.39","TLSv1","583","Client Hello"
"2","0.013260113","192.168.1.101","224.0.0.251","MDNS","492","Standard query 0x0000 PTR _googlecast._tcp.local, "QM" question PTR _homekit._tcp.local, "QM" question PTR _uscan._tcp.local, "QM" question PTR _ptp._tcp.local, "QM" question PTR _ippusb._tcp.local, "QM" question PTR _scanner._tcp.local, "QM" question PTR _ipp._tcp.local, "QM" question PTR _pdl-datastream._tcp.local, "QM" question PTR _uscans._tcp.local, "QM" question PTR _ipps._tcp.local, "QM" question PTR _printer._tcp.local, "QM" question PTR _airplay._tcp.local, "QM" question PTR _raop._tcp.local, "QM" question PTR _airport._tcp.local, "QM" question PTR _rdlink._tcp.local, "QM" question PTR _afpovertcp._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question PTR _apple-mobdev._tcp.local, "QM" question PTR 8ed307c3._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question PTR Google-Home-Mini-2c3f16b2da5c4b6fd6cfbfba61c12490._googlecast._tcp.local OPT"
"3","0.018266725","fe80::1814:2ecf:2c8a:d90d","ff02::fb","MDNS","512","Standard query 0x0000 PTR _googlecast._tcp.local, "QM" question PTR _homekit._tcp.local, "QM" question PTR _uscan._tcp.local, "QM" question PTR _ptp._tcp.local, "QM" question PTR _ippusb._tcp.local, "QM" question PTR _scanner._tcp.local, "QM" question PTR _ipp._tcp.local, "QM" question PTR _pdl-datastream._tcp.local, "QM" question PTR _uscans._tcp.local, "QM" question PTR _ipps._tcp.local, "QM" question PTR _printer._tcp.local, "QM" question PTR _airplay._tcp.local, "QM" question PTR _raop._tcp.local, "QM" question PTR _airport._tcp.local, "QM" question PTR _rdlink._tcp.local, "QM" question PTR _afpovertcp._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question PTR _apple-mobdev._tcp.local, "QM" question PTR 8ed307c3._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question PTR Google-Home-Mini-2c3f16b2da5c4b6fd6cfbfba61c12490._googlecast._tcp.local OPT"
"4","0.019229388","192.168.1.118","136.147.56.129","TCP","66","33470 → 443 [ACK] Seq=1 Ack=1 Win=63356 Len=0 TSval=156572611 TSecr=711868652"
"5","0.023009763","fe80::1cc7:6d9a:a312:7e8f","ff02::fb","MDNS","483","Standard query 0x0000 PTR _googlecast._tcp.local, "QM" question PTR _homekit._tcp.local, "QM" question PTR _uscan._tcp.local, "QM" question PTR _ptp._tcp.local, "QM" question PTR _ippusb._tcp.local, "QM" question PTR _scanner._tcp.local, "QM" question PTR _ipp._tcp.local, "QM" question PTR _pdl-datastream._tcp.local, "QM" question PTR _uscans._tcp.local, "QM" question PTR _ipps._tcp.local, "QM" question PTR _printer._tcp.local, "QM" question PTR _airplay._tcp.local, "QM" question PTR _raop._tcp.local, "QM" question PTR _airport._tcp.local, "QM" question PTR _rdlink._tcp.local, "QM" question PTR _companion-link._tcp.local, "QM" question PTR _afpovertcp._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question PTR _apple-mobdev._tcp.local, "QM" question PTR 8ed307c3._sub._apple-mobdev2._tcp.local, "QM" question PTR _apple-pairable._tcp.local, "QM" question PTR cjqg._companion-link._tcp.local OPT"
"6","0.039578475","104.102.83.39","192.168.1.118","TCP","66","443 → 33894 [ACK] Seq=1 Ack=518 Win=235 Len=0 TSval=268570844 TSecr=3638355880"
"7","0.042116913","104.102.83.39","192.168.1.118","TLSv1.2","1514","Server Hello"
"8","0.042204238","192.168.1.118","104.102.83.39","TCP","66","33894 → 443 [ACK] Seq=518 Ack=1449 Win=493 Len=0 TSval=3638355922 TSecr=268570846"
"9","0.043228288","192.168.1.118","104.102.83.39","TLSv1","583","Client Hello"
"10","0.043577625","104.102.83.39","192.168.1.118","TLSv1.2","1891","Certificate, Server Key Exchange, Server Hello Done"
"11","0.043645613","192.168.1.118","104.102.83.39","TCP","66","33894 → 443 [ACK] Seq=518 Ack=3274 Win=479 Len=0 TSval=3638355923 TSecr=268570846"
"12","0.070903000","104.102.83.39","192.168.1.118","TCP","66","443 → 33896 [ACK] Seq=1 Ack=518 Win=235 Len=0 TSval=268570874 TSecr=3638355923"
"13","0.073859138","104.102.83.39","192.168.1.118","TLSv1.2","2962","Server Hello"
"14","0.073923763","192.168.1.118","104.102.83.39","TCP","66","33896 → 443 [ACK] Seq=518 Ack=2897 Win=480 Len=0 TSval=3638355954 TSecr=268570875"
"15","0.073958000","104.102.83.39","192.168.1.118","TLSv1.2","443","Certificate, Server Key Exchange, Server Hello Done"
