frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,frame.len,_ws.col.Info
"1","0.000000000","52.86.89.44","192.168.1.118","TCP","1514","[TCP segment of a reassembled PDU]"
"2","0.001294875","52.86.89.44","192.168.1.118","TCP","2962","443 → 37318 [ACK] Seq=1449 Ack=1 Win=116 Len=2896 TSval=853716497 TSecr=2899890299 [TCP segment of a reassembled PDU]"
"3","0.001909275","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=4345 Win=501 Len=0 TSval=2899890914 TSecr=853716497"
"4","0.026284913","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=4345 Ack=1 Win=116 Len=1448 TSval=853716497 TSecr=2899890299 [TCP segment of a reassembled PDU]"
"5","0.026325538","52.86.89.44","192.168.1.118","TLSv1.2","417","Application Data"
"6","0.026415163","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=6144 Win=501 Len=0 TSval=2899890938 TSecr=853716497"
"7","0.030023600","52.86.89.44","192.168.1.118","TCP","2962","[TCP segment of a reassembled PDU]"
"8","0.030374738","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=9040 Win=479 Len=0 TSval=2899890942 TSecr=853716498"
"9","0.031273588","52.86.89.44","192.168.1.118","TCP","2962","443 → 37318 [ACK] Seq=9040 Ack=1 Win=116 Len=2896 TSval=853716498 TSecr=2899890299 [TCP segment of a reassembled PDU]"
"10","0.039249650","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=11936 Win=501 Len=0 TSval=2899890951 TSecr=853716498"
"11","0.039715338","192.168.1.118","52.86.89.44","TCP","74","37320 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2899890952 TSecr=0 WS=128"
"12","0.055459063","52.86.89.44","192.168.1.118","TLSv1.2","204","Application Data"
"13","0.061780838","52.86.89.44","192.168.1.118","TCP","1514","[TCP segment of a reassembled PDU]"
"14","0.069740475","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=13522 Win=489 Len=0 TSval=2899890982 TSecr=853716498"
"15","0.103131550","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=13522 Ack=1 Win=116 Len=1448 TSval=853716657 TSecr=2899890938 [TCP segment of a reassembled PDU]"
"16","0.104908538","52.86.89.44","192.168.1.118","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"17","0.105037288","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=16418 Win=524 Len=0 TSval=2899891017 TSecr=853716657"
"18","0.105267200","52.86.89.44","192.168.1.118","TCP","5858","443 → 37318 [ACK] Seq=16418 Ack=1 Win=116 Len=5792 TSval=853716657 TSecr=2899890951 [TCP segment of a reassembled PDU]"
"19","0.105360338","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=22210 Win=614 Len=0 TSval=2899891017 TSecr=853716657"
"20","0.106753500","52.86.89.44","192.168.1.118","TLSv1.2","15994","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"21","0.107661138","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=38138 Win=567 Len=0 TSval=2899891019 TSecr=853716657"
"22","0.115931313","52.86.89.44","192.168.1.118","TLSv1.2","1514","Application Data, Application Data"
"23","0.117014625","52.86.89.44","192.168.1.118","TCP","74","443 → 37320 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=853716663 TSecr=2899890952 WS=256"
"24","0.117156063","192.168.1.118","52.86.89.44","TCP","66","37320 → 443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2899891029 TSecr=853716663"
"25","0.117273550","52.86.89.44","192.168.1.118","TLSv1.2","4410","Application Data [TCP segment of a reassembled PDU]"
"26","0.117333363","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=43930 Win=679 Len=0 TSval=2899891029 TSecr=853716667"
"27","0.128296525","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=43930 Ack=1 Win=116 Len=1448 TSval=853716682 TSecr=2899891017 [TCP segment of a reassembled PDU]"
"28","0.129754613","52.86.89.44","192.168.1.118","TCP","7306","443 → 37318 [ACK] Seq=45378 Ack=1 Win=116 Len=7240 TSval=853716682 TSecr=2899891017 [TCP segment of a reassembled PDU]"
"29","0.131624613","52.86.89.44","192.168.1.118","TLSv1.2","8754","Application Data [TCP segment of a reassembled PDU]"
"30","0.133803325","192.168.1.118","52.86.89.44","TLSv1","583","Client Hello"
"31","0.133931438","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=61306 Win=544 Len=0 TSval=2899891046 TSecr=853716682"
"32","0.145786013","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=61306 Ack=1 Win=116 Len=1448 TSval=853716691 TSecr=2899891019 [TCP segment of a reassembled PDU]"
"33","0.147925600","52.86.89.44","192.168.1.118","TCP","2962","443 → 37318 [PSH, ACK] Seq=62754 Ack=1 Win=116 Len=2896 TSval=853716691 TSecr=2899891019 [TCP segment of a reassembled PDU]"
"34","0.148054450","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=65650 Win=711 Len=0 TSval=2899891060 TSecr=853716691"
"35","0.148501788","52.86.89.44","192.168.1.118","TLSv1.2","20338","Application Data [TCP segment of a reassembled PDU]"
"36","0.148702138","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=85922 Win=553 Len=0 TSval=2899891060 TSecr=853716691"
"37","0.149813013","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=85922 Ack=1 Win=116 Len=1448 TSval=853716691 TSecr=2899891019 [TCP segment of a reassembled PDU]"
"38","0.150395700","52.86.89.44","192.168.1.118","TLSv1.2","5858","Application Data [TCP segment of a reassembled PDU]"
"39","0.150511413","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=93162 Win=663 Len=0 TSval=2899891062 TSecr=853716691"
"40","0.150646825","52.86.89.44","192.168.1.118","TCP","2962","443 → 37318 [ACK] Seq=93162 Ack=1 Win=116 Len=2896 TSval=853716697 TSecr=2899891029 [TCP segment of a reassembled PDU]"
"41","0.150761313","52.86.89.44","192.168.1.118","TCP","4410","443 → 37318 [PSH, ACK] Seq=96058 Ack=1 Win=116 Len=4344 TSval=853716698 TSecr=2899891029 [TCP segment of a reassembled PDU]"
"42","0.150893488","52.86.89.44","192.168.1.118","TCP","4410","443 → 37318 [ACK] Seq=100402 Ack=1 Win=116 Len=4344 TSval=853716698 TSecr=2899891029 [TCP segment of a reassembled PDU]"
"43","0.155696900","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=104746 Win=573 Len=0 TSval=2899891067 TSecr=853716697"
"44","0.195355950","52.86.89.44","192.168.1.118","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"45","0.196653913","52.86.89.44","192.168.1.118","TCP","1514","443 → 37318 [ACK] Seq=106194 Ack=1 Win=116 Len=1448 TSval=853716749 TSecr=2899891062 [TCP segment of a reassembled PDU]"
"46","0.196782413","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=107642 Win=750 Len=0 TSval=2899891109 TSecr=853716749"
"47","0.196937125","52.86.89.44","192.168.1.118","TCP","4410","443 → 37318 [ACK] Seq=107642 Ack=1 Win=116 Len=4344 TSval=853716749 TSecr=2899891067 [TCP segment of a reassembled PDU]"
"48","0.197023050","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=111986 Win=817 Len=0 TSval=2899891109 TSecr=853716749"
"49","0.197897263","52.86.89.44","192.168.1.118","TLSv1.2","7430","Application Data"
"50","0.198001238","192.168.1.118","52.86.89.44","TCP","66","37318 → 443 [ACK] Seq=1 Ack=119350 Win=933 Len=0 TSval=2899891110 TSecr=853716749"
"51","0.198084775","52.86.89.44","192.168.1.118","TCP","66","443 → 37320 [ACK] Seq=1 Ack=518 Win=30464 Len=0 TSval=853716749 TSecr=2899891046"
"52","0.199233088","52.86.89.44","192.168.1.118","TLSv1.2","3709","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"53","0.199311963","192.168.1.118","52.86.89.44","TCP","66","37320 → 443 [ACK] Seq=518 Ack=3644 Win=60672 Len=0 TSval=2899891111 TSecr=853716750"
"54","0.206038413","192.168.1.118","52.86.89.44","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"55","0.228629463","52.86.89.44","192.168.1.118","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"56","0.229422138","192.168.1.118","52.86.89.44","TLSv1.2","1199","Application Data"
"57","0.265617588","52.86.89.44","192.168.1.118","TLSv1.2","1344","Application Data"
"58","0.327472263","192.168.1.118","52.86.89.44","TCP","66","37320 → 443 [ACK] Seq=1777 Ack=4973 Win=64128 Len=0 TSval=2899891239 TSecr=853716819"
"59","1.228285675","192.168.1.104","255.255.255.255","UDP","217","49154 → 6666 Len=175"
"60","2.151394588","192.168.1.103","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"61","2.662808475","192.168.1.103","224.0.0.251","MDNS","158","Standard query 0x0000 PTR _companion-link._tcp.local, "QM" question PTR _sleep-proxy._udp.local, "QM" question PTR cjqg._companion-link._tcp.local OPT"
"62","2.800869475","192.168.1.118","192.168.1.102","TCP","176","44768 → 8009 [PSH, ACK] Seq=1 Ack=1 Win=501 Len=110 TSval=2236275117 TSecr=3079690 [TCP segment of a reassembled PDU]"
"63","2.808903063","192.168.1.102","192.168.1.118","TCP","176","8009 → 44768 [PSH, ACK] Seq=1 Ack=111 Win=294 Len=110 TSval=3080192 TSecr=2236275117 [TCP segment of a reassembled PDU]"
"64","2.809091138","192.168.1.118","192.168.1.102","TCP","66","44768 → 8009 [ACK] Seq=111 Ack=111 Win=501 Len=0 TSval=2236275125 TSecr=3080192"
"65","2.865964900","192.168.1.100","224.0.0.251","MDNS","123","Standard query response 0x0000 PTR 6f173fd81b1c._airdrop._tcp.local OPT"
"66","4.095370675","Cisco-Li_5b:1c:ce","IntelCor_b7:52:73","ARP","42","Who has 192.168.1.118? Tell 192.168.1.1"
"67","4.095415763","IntelCor_b7:52:73","Cisco-Li_5b:1c:ce","ARP","42","192.168.1.118 is at dc:fb:48:b7:52:73"
"68","4.197327200","192.168.1.104","255.255.255.255","UDP","217","49154 → 6666 Len=175"
"69","4.813682788","192.168.1.100","224.0.0.251","MDNS","123","Standard query response 0x0000 PTR 6f173fd81b1c._airdrop._tcp.local OPT"
